pid,fid12,cfps2012_age,cfps2012_gender,qe104,qq301,qz202,sw1r,kr1ckp4
130024102,130024,61,女,在婚（有配偶）,否,3,,不适用
130065104,130065,28,女,在婚（有配偶）,否,2,,不适用
130069101,130069,57,女,在婚（有配偶）,否,4,,不适用
130073101,130073,29,女,在婚（有配偶）,否,3,,不适用
130078101,130078,68,女,丧偶,否,3,,不适用
130076103,130076,27,男,在婚（有配偶）,否,4,,不适用
130001103,130001,32,女,在婚（有配偶）,否,4,,不适用
130008101,130008,50,女,在婚（有配偶）,否,4,,不适用
130070101,130070,52,女,在婚（有配偶）,否,3,,不适用
130010103,130010,27,女,离婚,,,文盲/半文盲,
130083104,130083,40,女,在婚（有配偶）,否,4,,不适用
130078102,130078,47,男,在婚（有配偶）,是,3,,不适用
130065102,130065,53,男,在婚（有配偶）,是,4,,不适用
130013101,130013,56,女,在婚（有配偶）,否,3,,不适用
130059431,130059,66,男,丧偶,是,4,,不适用
130083103,130083,41,男,在婚（有配偶）,否,4,,不适用
130024101,130024,60,男,在婚（有配偶）,否,3,,不适用
130023102,130023,75,女,在婚（有配偶）,否,3,,不适用
130024431,130024,35,男,在婚（有配偶）,否,5,,不适用
130005102,130005,58,女,在婚（有配偶）,否,3,,不适用
130020104,130020,38,女,在婚（有配偶）,否,4,,不适用
130016102,130016,50,女,在婚（有配偶）,否,4,,不适用
130027106,355752,24,女,在婚（有配偶）,否,3,,不适用
130075102,130075,47,女,在婚（有配偶）,否,3,,不适用
130076101,130076,50,女,在婚（有配偶）,否,3,,不适用
130023101,130023,74,男,在婚（有配偶）,否,5,,不适用
130068103,130068,19,女,未婚,否,5,,不适用
130017102,130017,55,男,在婚（有配偶）,是,4,,不适用
130076102,130076,49,男,在婚（有配偶）,是,5,,不适用
130020101,130020,73,男,丧偶,是,3,,不适用
130074102,130074,55,男,在婚（有配偶）,否,4,,不适用
130070103,130070,27,男,未婚,否,4,,不适用
130006101,130006,55,女,在婚（有配偶）,否,3,,不适用
130002103,130002,22,女,未婚,,,高中/中专/技校/职高,
130067101,130067,47,女,在婚（有配偶）,否,4,,不适用
130004102,130004,39,男,在婚（有配偶）,否,4,,不适用
130524102,130524,65,男,在婚（有配偶）,否,5,,不适用
130507101,130507,48,男,在婚（有配偶）,否,5,,不适用
130522101,130522,45,女,在婚（有配偶）,否,5,,不适用
130510103,130510,31,男,在婚（有配偶）,是,6,,不适用
130506102,130506,31,女,在婚（有配偶）,否,6,,不适用
130518101,130518,33,女,在婚（有配偶）,否,6,,不适用
130500101,130500,27,女,在婚（有配偶）,否,6,,不适用
130505102,130505,63,女,在婚（有配偶）,否,6,,不适用
130516104,130516,23,男,未婚,是,7,,不适用
130498431,130498,25,女,在婚（有配偶）,否,6,,不适用
130514101,130514,74,男,在婚（有配偶）,否,6,,不适用
130514102,130514,72,女,在婚（有配偶）,否,5,,不适用
130513104,130513,22,女,在婚（有配偶）,否,7,,不适用
130519102,130519,63,男,在婚（有配偶）,否,6,,不适用
130512101,130512,57,女,在婚（有配偶）,否,5,,不适用
130518102,130518,35,男,在婚（有配偶）,否,6,,不适用
130498101,130498,55,男,在婚（有配偶）,否,5,,不适用
130517101,130517,42,男,在婚（有配偶）,否,6,,不适用
130505101,130505,64,男,在婚（有配偶）,否,5,,不适用
130515102,130515,45,男,在婚（有配偶）,否,6,,不适用
130519101,130519,61,女,在婚（有配偶）,否,5,,不适用
130516101,130516,45,男,在婚（有配偶）,否,6,,不适用
130500102,130500,31,男,在婚（有配偶）,否,6,,不适用
130503101,130503,56,男,在婚（有配偶）,否,6,,不适用
130503102,130503,53,女,在婚（有配偶）,否,6,,不适用
130524101,130524,63,女,在婚（有配偶）,否,4,,不适用
130502101,130502,48,女,在婚（有配偶）,否,6,,不适用
130502105,130502,26,女,在婚（有配偶）,否,6,,不适用
130507102,130507,48,女,在婚（有配偶）,否,6,,不适用
130516102,130516,45,女,在婚（有配偶）,否,6,,不适用
130499102,130499,39,女,在婚（有配偶）,否,6,,不适用
130506101,130506,32,男,在婚（有配偶）,是,7,,不适用
130517102,130517,38,女,在婚（有配偶）,否,5,,不适用
130513101,130513,49,女,在婚（有配偶）,否,6,,不适用
130503104,130503,20,女,未婚,否,7,,不适用
130499101,130499,40,男,在婚（有配偶）,否,6,,不适用
130504101,130504,63,女,在婚（有配偶）,否,4,,不适用
130510102,130510,57,男,在婚（有配偶）,否,4,,不适用
130538103,130538,47,女,在婚（有配偶）,否,6,,不适用
130490102,130490,55,女,在婚（有配偶）,否,5,,不适用
130542103,130542,53,男,在婚（有配偶）,否,6,,不适用
130485101,130485,49,男,在婚（有配偶）,否,6,,不适用
130482104,130482,16,男,未婚,否,7,,初中
130485102,130485,49,女,在婚（有配偶）,否,6,,不适用
130490106,130490,30,女,在婚（有配偶）,否,6,,不适用
130529103,130529,19,女,未婚,否,7,,高中/中专/技校/职高
130475103,130475,34,男,在婚（有配偶）,否,6,,不适用
130472101,130472,61,女,在婚（有配偶）,否,5,,不适用
130480101,130480,39,女,在婚（有配偶）,否,6,,不适用
130475102,130475,61,男,在婚（有配偶）,否,5,,不适用
130475101,130475,58,女,在婚（有配偶）,否,6,,不适用
130472102,130472,62,男,在婚（有配偶）,否,7,,不适用
130477101,130477,44,男,在婚（有配偶）,否,7,,不适用
130528103,130528,21,女,未婚,,,不适用,
130550431,130550,23,女,在婚（有配偶）,否,7,,不适用
130542102,130542,50,女,在婚（有配偶）,否,6,,不适用
130529102,130529,47,男,在婚（有配偶）,,,初中,
130534101,130534,29,男,在婚（有配偶）,是,6,,不适用
130479102,130479,57,男,在婚（有配偶）,否,6,,不适用
130474103,130474,27,女,在婚（有配偶）,,,初中,
130474102,130474,50,女,在婚（有配偶）,否,7,,不适用
130546102,130546,26,女,在婚（有配偶）,否,6,,不适用
130537102,130537,39,男,在婚（有配偶）,是,6,,不适用
130550102,130550,51,男,在婚（有配偶）,否,6,,不适用
130533102,130533,22,男,未婚,,,不适用,
130473101,130473,46,女,在婚（有配偶）,否,6,,不适用
130546432,130546,54,女,在婚（有配偶）,否,5,,不适用
130486103,130486,27,女,在婚（有配偶）,否,7,,不适用
130494102,130494,41,女,在婚（有配偶）,否,7,,不适用
130475106,130475,34,女,在婚（有配偶）,否,6,,不适用
130486101,130486,57,女,在婚（有配偶）,否,3,,不适用
142906431,142906,22,女,在婚（有配偶）,否,7,,不适用
130481102,130481,42,男,离婚,否,6,,不适用
130487102,130487,42,男,在婚（有配偶）,否,6,,不适用
130531102,130531,47,女,丧偶,否,6,,不适用
130487103,130487,19,男,未婚,否,7,,不适用
130488102,130488,38,男,在婚（有配偶）,否,7,,不适用
130477102,130477,44,女,在婚（有配偶）,否,6,,不适用
130551102,130551,45,男,在婚（有配偶）,否,6,,不适用
130528101,130528,43,女,在婚（有配偶）,否,6,,不适用
130490401,130490,24,女,在婚（有配偶）,否,6,,不适用
130489101,130489,38,女,在婚（有配偶）,否,6,,不适用
130538431,130538,23,女,在婚（有配偶）,否,6,,不适用
130543101,130543,42,女,在婚（有配偶）,否,5,,不适用
130479103,130479,26,男,在婚（有配偶）,否,6,,不适用
130474105,130474,22,男,未婚,,,初中,
130483101,130483,42,女,在婚（有配偶）,否,6,,不适用
130472104,130472,29,女,在婚（有配偶）,否,6,,不适用
130493102,130493,41,女,在婚（有配偶）,否,6,,不适用
130479101,130479,25,女,在婚（有配偶）,否,7,,不适用
130541102,130541,54,男,在婚（有配偶）,否,6,,不适用
130552102,130552,41,男,在婚（有配偶）,否,6,,不适用
130527101,130527,36,男,在婚（有配偶）,否,6,,不适用
130542104,260175,25,男,在婚（有配偶）,否,7,,不适用
130496102,130496,38,女,在婚（有配偶）,否,6,,不适用
130540101,130540,58,女,在婚（有配偶）,否,5,,不适用
130471101,130471,61,男,在婚（有配偶）,否,6,,不适用
130470101,130470,56,女,在婚（有配偶）,否,5,,不适用
260175431,260175,25,女,在婚（有配偶）,否,6,,不适用
130480104,130480,38,男,在婚（有配偶）,否,7,,不适用
130546101,130546,27,男,在婚（有配偶）,否,7,,不适用
130490105,130490,30,男,在婚（有配偶）,否,6,,不适用
130529101,130529,45,女,在婚（有配偶）,否,5,,不适用
130480102,130480,63,女,丧偶,否,5,,不适用
130486102,130486,30,男,在婚（有配偶）,否,6,,不适用
130549101,130549,36,女,在婚（有配偶）,否,7,,不适用
130549102,130549,35,男,在婚（有配偶）,否,7,,不适用
130550104,130550,22,男,未婚,是,6,,不适用
130479431,130479,58,女,同居,否,6,,不适用
130535101,130535,27,女,在婚（有配偶）,否,6,,不适用
130476102,130476,56,男,在婚（有配偶）,否,6,,不适用
130489104,130489,67,女,在婚（有配偶）,否,6,,不适用
130487101,130487,41,女,在婚（有配偶）,否,6,,不适用
130544101,130544,47,女,丧偶,否,5,,不适用
130477103,130477,21,女,未婚,否,7,,不适用
130547105,130547,49,男,在婚（有配偶）,否,6,,不适用
130481103,130481,19,女,未婚,否,7,,不适用
130483102,130483,41,男,在婚（有配偶）,否,7,,不适用
130527102,130527,32,女,在婚（有配偶）,否,6,,不适用
130491101,130491,44,女,在婚（有配偶）,否,6,,不适用
130491102,130491,46,男,在婚（有配偶）,否,6,,不适用
130471102,130471,62,女,在婚（有配偶）,否,6,,不适用
130472103,130472,31,男,在婚（有配偶）,否,7,,不适用
130541101,130541,51,女,在婚（有配偶）,否,5,,不适用
130525102,130525,68,男,在婚（有配偶）,否,4,,不适用
130544104,130544,21,男,未婚,否,7,,不适用
130482101,130482,46,男,在婚（有配偶）,是,6,,不适用
130547101,130547,47,女,在婚（有配偶）,否,6,,不适用
130551101,130551,44,女,在婚（有配偶）,否,6,,不适用
130491103,130491,22,女,未婚,否,6,,不适用
130495101,130495,42,女,在婚（有配偶）,否,6,,不适用
130492104,130492,22,男,未婚,否,7,,不适用
130470102,130470,56,男,在婚（有配偶）,否,6,,不适用
130492101,130492,48,男,在婚（有配偶）,否,6,,不适用
130550101,130550,50,女,在婚（有配偶）,否,5,,不适用
130546431,130546,55,男,在婚（有配偶）,否,4,,不适用
130537101,130537,38,女,在婚（有配偶）,否,6,,不适用
130543102,130543,44,男,在婚（有配偶）,,,小学,
130475105,130475,23,女,在婚（有配偶）,否,7,,不适用
130489103,130489,67,男,在婚（有配偶）,否,7,,不适用
130534102,130534,28,女,在婚（有配偶）,否,6,,不适用
130476101,130476,61,女,在婚（有配偶）,否,6,,不适用
130488101,130488,38,女,在婚（有配偶）,否,7,,不适用
130552101,130552,43,女,在婚（有配偶）,否,6,,不适用
130492103,130492,24,女,未婚,否,7,,不适用
130490101,130490,57,男,在婚（有配偶）,否,6,,不适用
130547104,130547,23,男,未婚,是,7,,不适用
130482102,130482,45,女,在婚（有配偶）,否,7,,不适用
130494101,130494,41,男,在婚（有配偶）,否,7,,不适用
130489102,130489,37,男,在婚（有配偶）,否,7,,不适用
130492102,130492,47,女,在婚（有配偶）,否,7,,不适用
130542101,142906,27,男,在婚（有配偶）,否,7,,不适用
130538105,130538,24,男,在婚（有配偶）,是,7,,不适用
130525101,130525,66,女,在婚（有配偶）,否,6,,不适用
130550103,130550,24,男,在婚（有配偶）,是,6,,不适用
130494103,130494,17,女,未婚,否,7,,不适用
130493103,130493,17,男,未婚,否,7,,不适用
130493101,130493,41,男,在婚（有配偶）,是,6,,不适用
130533101,130533,48,女,丧偶,否,7,,不适用
130496101,130496,39,男,在婚（有配偶）,否,7,,不适用
130495102,130495,44,男,在婚（有配偶）,否,7,,不适用
130545101,130545,40,女,在婚（有配偶）,否,6,,不适用
130474101,130474,53,男,在婚（有配偶）,否,6,,不适用
130311101,130311,67,女,在婚（有配偶）,否,2,,不适用
130579431,130579,25,男,在婚（有配偶）,否,4,,不适用
130324101,130324,49,男,在婚（有配偶）,否,4,,不适用
130579103,130579,24,男,在婚（有配偶）,否,5,,不适用
130568103,130568,64,女,在婚（有配偶）,否,4,,不适用
130579101,130579,43,男,在婚（有配偶）,否,4,,不适用
130317103,130317,31,男,未婚,否,2,,不适用
130295102,130295,26,男,在婚（有配偶）,是,5,,不适用
130574104,130574,19,男,未婚,否,6,,不适用
130316102,130316,56,女,在婚（有配偶）,否,4,,不适用
130316101,130316,58,男,在婚（有配偶）,是,4,,不适用
130556103,130556,57,女,在婚（有配偶）,否,4,,不适用
130571101,130571,28,男,在婚（有配偶）,是,5,,不适用
130311107,701103,23,女,在婚（有配偶）,否,5,,不适用
130566101,130566,42,男,在婚（有配偶）,否,4,,不适用
130553104,130553,19,男,未婚,,,小学,
130555105,130555,24,男,未婚,,,小学,
130321105,130321,26,男,在婚（有配偶）,否,5,,不适用
130322101,130322,57,女,丧偶,否,3,,不适用
130565102,130565,17,女,未婚,否,4,,不适用
130299105,130299,70,男,在婚（有配偶）,否,3,,不适用
130553102,130553,50,女,在婚（有配偶）,否,4,,不适用
130565101,130565,56,男,丧偶,否,2,,不适用
130580101,130580,42,男,在婚（有配偶）,是,5,,不适用
130563102,130563,31,女,在婚（有配偶）,否,5,,不适用
130294103,130294,23,男,在婚（有配偶）,否,5,,不适用
130579432,130579,24,女,在婚（有配偶）,否,4,,不适用
130580103,130580,22,女,未婚,否,4,,高中/中专/技校/职高
130311103,130311,20,男,未婚,否,5,,不适用
130313102,130313,41,女,在婚（有配偶）,否,5,,不适用
130314102,130314,45,女,在婚（有配偶）,否,4,,不适用
130298103,130298,23,男,在婚（有配偶）,否,5,,不适用
130299102,130299,42,女,在婚（有配偶）,否,4,,不适用
130305103,130305,24,女,在婚（有配偶）,否,4,,不适用
130311104,130311,46,男,在婚（有配偶）,否,4,,不适用
130314104,130314,21,女,未婚,否,7,,不适用
130554101,130554,43,男,在婚（有配偶）,否,5,,不适用
130307102,130307,37,男,在婚（有配偶）,否,5,,不适用
130318102,130318,67,男,在婚（有配偶）,否,4,,不适用
130321102,130321,50,女,在婚（有配偶）,否,4,,不适用
130305102,130305,45,女,在婚（有配偶）,否,2,,不适用
130323102,130323,31,女,在婚（有配偶）,否,4,,不适用
130555102,130555,51,女,在婚（有配偶）,否,5,,不适用
130318103,130318,22,男,未婚,否,4,,不适用
130324104,130324,27,男,在婚（有配偶）,否,4,,不适用
130553103,130553,23,男,在婚（有配偶）,否,4,,不适用
130568104,130568,31,女,在婚（有配偶）,否,4,,不适用
130574101,130574,42,男,在婚（有配偶）,否,4,,不适用
130317101,130317,76,男,在婚（有配偶）,否,3,,不适用
130555107,130555,25,女,在婚（有配偶）,否,4,,不适用
130578101,130578,35,男,在婚（有配偶）,否,5,,不适用
130311106,130311,25,女,未婚,否,5,,不适用
130314103,130314,23,男,在婚（有配偶）,是,5,,不适用
130307101,130307,37,女,在婚（有配偶）,否,5,,不适用
130305104,130305,28,男,在婚（有配偶）,是,5,,不适用
130556102,130556,59,男,在婚（有配偶）,否,4,,不适用
130312102,130312,42,女,在婚（有配偶）,否,5,,不适用
130566102,130566,41,女,在婚（有配偶）,否,6,,不适用
130554104,130554,20,男,未婚,,,初中,
130301104,130301,26,女,在婚（有配偶）,否,4,,不适用
130311105,130311,48,女,在婚（有配偶）,否,4,,不适用
130575102,130575,31,女,在婚（有配偶）,否,4,,不适用
130324431,130324,26,女,在婚（有配偶）,否,6,,不适用
130568102,130568,66,男,在婚（有配偶）,否,4,,不适用
130322103,130322,31,女,在婚（有配偶）,否,5,,不适用
130566103,130566,18,女,未婚,否,5,,不适用
130558101,130558,46,女,在婚（有配偶）,否,3,,不适用
130293102,130293,32,女,在婚（有配偶）,否,4,,不适用
130576102,130576,46,女,在婚（有配偶）,否,4,,不适用
130299101,130299,41,男,在婚（有配偶）,是,5,,不适用
130293101,130293,31,男,在婚（有配偶）,是,5,,不适用
130556101,130556,30,男,在婚（有配偶）,是,5,,不适用
130320102,130320,33,女,在婚（有配偶）,否,5,,不适用
130574102,130574,42,女,在婚（有配偶）,否,4,,不适用
130563101,130563,31,男,在婚（有配偶）,否,5,,不适用
130295101,130295,26,女,在婚（有配偶）,否,5,,不适用
130580102,130580,44,女,在婚（有配偶）,否,5,,不适用
130560101,130560,55,女,在婚（有配偶）,否,4,,不适用
130299106,130299,67,女,在婚（有配偶）,否,3,,不适用
130568101,130568,36,男,在婚（有配偶）,否,5,,不适用
130314101,130314,45,男,在婚（有配偶）,是,5,,不适用
130312103,130312,21,男,未婚,,,不适用,
130315102,130315,40,女,在婚（有配偶）,否,4,,不适用
130316103,130316,27,男,未婚,否,4,,不适用
130580104,130580,19,女,未婚,否,5,,高中/中专/技校/职高
130297102,130297,36,男,在婚（有配偶）,否,4,,不适用
130299431,130299,24,女,在婚（有配偶）,否,5,,不适用
130305101,130305,60,男,在婚（有配偶）,是,2,,不适用
130301102,130301,53,男,在婚（有配偶）,否,4,,不适用
130562102,130562,25,男,在婚（有配偶）,是,5,,不适用
130559101,130559,58,男,在婚（有配偶）,是,4,,不适用
130312101,130312,42,男,在婚（有配偶）,否,4,,不适用
130554103,130554,23,男,未婚,,,高中/中专/技校/职高,
130318101,130318,65,女,在婚（有配偶）,否,4,,不适用
130315101,130315,40,男,在婚（有配偶）,否,4,,不适用
130571102,130571,30,女,在婚（有配偶）,否,4,,不适用
130579104,130579,22,男,在婚（有配偶）,否,5,,不适用
130321103,130321,20,女,未婚,否,5,,不适用
130553431,130553,22,女,在婚（有配偶）,否,4,,不适用
130555104,130555,27,男,在婚（有配偶）,是,5,,不适用
130323103,130323,62,女,丧偶,否,2,,不适用
130314431,130314,24,女,在婚（有配偶）,否,5,,不适用
130579102,130579,45,女,在婚（有配偶）,否,4,,不适用
130306101,130306,33,女,在婚（有配偶）,否,6,,不适用
130578102,130578,32,女,在婚（有配偶）,否,4,,不适用
130556104,130556,32,女,在婚（有配偶）,否,6,,不适用
130561101,130561,39,男,在婚（有配偶）,是,4,,不适用
130294101,130294,47,女,在婚（有配偶）,否,4,,不适用
130324105,130324,19,女,未婚,否,4,,不适用
130562101,130562,25,女,在婚（有配偶）,否,5,,不适用
130313103,130313,20,女,未婚,否,5,,不适用
130322102,130322,33,男,在婚（有配偶）,是,5,,不适用
130315103,130315,19,男,未婚,,,高中/中专/技校/职高,
130321101,130321,51,男,在婚（有配偶）,是,5,,不适用
130306102,130306,37,男,在婚（有配偶）,是,4,,不适用
130311102,130311,66,男,在婚（有配偶）,否,4,,不适用
130324102,130324,49,女,在婚（有配偶）,否,5,,不适用
130297101,130297,36,女,在婚（有配偶）,否,5,,不适用
130553101,130553,49,男,在婚（有配偶）,否,4,,不适用
130575101,130575,30,男,在婚（有配偶）,否,4,,不适用
130560102,130560,55,男,在婚（有配偶）,否,4,,不适用
130572101,130572,65,男,未婚,否,2,,不适用
130317102,130317,62,女,在婚（有配偶）,否,3,,不适用
130298102,130298,45,女,在婚（有配偶）,否,4,,不适用
130321104,130321,23,女,在婚（有配偶）,否,5,,不适用
130574103,130574,21,男,未婚,否,5,,不适用
130298431,130298,23,女,在婚（有配偶）,否,5,,不适用
130555101,130555,52,男,在婚（有配偶）,否,5,,不适用
701103431,701103,24,男,在婚（有配偶）,否,6,,不适用
130298101,130298,44,男,在婚（有配偶）,是,5,,不适用
130554102,130554,42,女,在婚（有配偶）,,,小学,
130313101,130313,43,男,在婚（有配偶）,是,5,,不适用
130301101,130301,53,女,在婚（有配偶）,否,5,,不适用
130299103,130299,22,男,在婚（有配偶）,否,5,,不适用
130294431,130294,22,女,在婚（有配偶）,否,5,,不适用
130301103,130301,27,男,在婚（有配偶）,是,4,,不适用
130320101,130320,31,男,在婚（有配偶）,否,5,,不适用
130559102,130559,56,女,在婚（有配偶）,否,4,,不适用
130561102,130561,39,女,在婚（有配偶）,否,4,,不适用
130323101,130323,32,男,在婚（有配偶）,否,4,,不适用
130576101,130576,46,男,在婚（有配偶）,是,4,,不适用
130294102,130294,44,男,在婚（有配偶）,否,5,,不适用
130420101,130420,33,男,在婚（有配偶）,否,6,,不适用
130423101,130423,39,男,在婚（有配偶）,否,7,,不适用
130333102,130333,55,女,在婚（有配偶）,否,4,,不适用
130424101,130424,63,女,在婚（有配偶）,否,6,,不适用
130425105,130425,31,女,在婚（有配偶）,否,7,,不适用
130425102,130425,70,女,在婚（有配偶）,否,3,,不适用
130426103,130426,34,女,在婚（有配偶）,否,6,,不适用
130336102,130336,69,女,在婚（有配偶）,否,5,,不适用
130437101,130437,66,男,在婚（有配偶）,否,5,,不适用
130336103,130336,38,男,在婚（有配偶）,,,小学,
130338102,130338,74,女,丧偶,否,4,,不适用
130339101,130339,43,女,在婚（有配偶）,否,7,,不适用
130414103,130414,23,男,未婚,否,6,,不适用
130340101,130340,43,男,在婚（有配偶）,否,7,,不适用
130439102,130439,67,男,在婚（有配偶）,否,4,,不适用
130413102,130413,57,女,在婚（有配偶）,否,5,,不适用
130342102,130342,59,男,在婚（有配偶）,是,6,,不适用
130432101,130432,48,女,在婚（有配偶）,否,5,,不适用
130431102,130431,39,女,在婚（有配偶）,否,6,,不适用
130339103,130339,20,女,未婚,否,7,,不适用
130345101,130345,58,男,在婚（有配偶）,否,5,,不适用
130345103,130345,20,男,未婚,否,7,,不适用
130431101,130431,42,男,在婚（有配偶）,是,6,,不适用
130340103,314227,22,女,在婚（有配偶）,否,7,,不适用
130325102,130325,50,女,在婚（有配偶）,否,5,,不适用
130428104,130428,24,男,在婚（有配偶）,否,7,,不适用
130433101,130433,63,男,在婚（有配偶）,否,6,,不适用
130416102,130416,41,男,在婚（有配偶）,否,6,,不适用
130438101,130438,61,女,在婚（有配偶）,否,5,,不适用
130350101,130350,35,女,在婚（有配偶）,否,7,,不适用
130424102,130424,63,男,在婚（有配偶）,否,5,,不适用
130330101,130330,69,男,在婚（有配偶）,否,4,,不适用
130416101,130416,45,女,在婚（有配偶）,否,6,,不适用
130426101,130426,42,男,在婚（有配偶）,否,6,,不适用
130348102,130348,41,女,在婚（有配偶）,否,6,,不适用
130333101,130333,55,男,在婚（有配偶）,是,5,,不适用
130435102,130435,60,女,在婚（有配偶）,否,5,,不适用
130325101,130325,51,男,在婚（有配偶）,否,4,,不适用
130328101,130328,45,男,在婚（有配偶）,是,7,,不适用
130432102,130432,50,男,在婚（有配偶）,否,6,,不适用
130415101,130415,46,男,在婚（有配偶）,否,6,,不适用
130340432,130340,81,女,在婚（有配偶）,否,3,,不适用
130339102,130339,44,男,在婚（有配偶）,是,5,,不适用
130422101,130422,51,男,未婚,否,4,,不适用
130424104,717797,42,男,在婚（有配偶）,是,7,,不适用
130437102,130437,65,女,在婚（有配偶）,否,5,,不适用
130414102,130414,46,男,在婚（有配偶）,否,6,,不适用
714312433,714312,26,男,在婚（有配偶）,否,7,,不适用
130350102,130350,34,男,在婚（有配偶）,,,初中,
130428103,130428,46,女,在婚（有配偶）,否,4,,不适用
130345102,130345,55,女,在婚（有配偶）,否,5,,不适用
130430101,130430,76,女,丧偶,否,4,,不适用
130415102,130415,44,女,在婚（有配偶）,否,5,,不适用
130325105,130325,19,女,未婚,否,6,,不适用
130434103,130434,26,男,在婚（有配偶）,否,7,,不适用
130347102,130347,67,女,离婚,,,文盲/半文盲,
130418102,130418,34,男,在婚（有配偶）,否,6,,不适用
130333104,130333,30,女,在婚（有配偶）,否,7,,不适用
130426102,130426,71,女,丧偶,否,4,,不适用
130347101,130347,85,男,丧偶,是,3,,不适用
130433102,130433,56,女,在婚（有配偶）,否,5,,不适用
130340431,130340,77,男,在婚（有配偶）,否,5,,不适用
130333103,130333,33,男,在婚（有配偶）,否,7,,不适用
130417102,130417,54,女,在婚（有配偶）,否,5,,不适用
130425101,130425,72,男,在婚（有配偶）,否,4,,不适用
130332101,130332,36,女,在婚（有配偶）,否,5,,不适用
130433103,130433,31,男,在婚（有配偶）,否,6,,不适用
130332102,130332,41,男,在婚（有配偶）,否,7,,不适用
130423102,130423,38,女,在婚（有配偶）,否,6,,不适用
130415103,714312,22,女,在婚（有配偶）,否,5,,不适用
130433104,130433,30,女,在婚（有配偶）,否,6,,不适用
130418101,130418,33,女,在婚（有配偶）,否,6,,不适用
130417101,130417,54,男,在婚（有配偶）,否,5,,不适用
130348101,130348,43,男,在婚（有配偶）,否,6,,不适用
130330102,130330,68,女,在婚（有配偶）,否,4,,不适用
130428431,130428,24,女,在婚（有配偶）,否,6,,不适用
130434101,130434,58,男,在婚（有配偶）,否,7,,不适用
130431103,130431,18,男,未婚,否,6,,不适用
130430103,691348,46,女,在婚（有配偶）,否,6,,不适用
130438102,130438,65,男,在婚（有配偶）,否,6,,不适用
130428102,130428,57,男,在婚（有配偶）,否,6,,不适用
130328104,130328,39,女,在婚（有配偶）,否,3,,不适用
130432104,130432,23,女,未婚,否,6,,不适用
130336101,130336,72,男,在婚（有配偶）,是,6,,不适用
130414101,130414,45,女,在婚（有配偶）,否,5,,不适用
130434102,130434,59,女,在婚（有配偶）,否,6,,不适用
130420102,130420,29,女,在婚（有配偶）,否,6,,不适用
130430102,691348,46,男,在婚（有配偶）,否,6,,不适用
130342101,130342,54,女,在婚（有配偶）,否,6,,不适用
130435101,130435,67,男,在婚（有配偶）,否,5,,不适用
130342103,130342,23,男,未婚,,,初中,
130340102,130340,44,女,在婚（有配偶）,否,7,,不适用
130439101,130439,60,女,在婚（有配偶）,否,6,,不适用
130413101,130413,55,男,在婚（有配偶）,否,6,,不适用
130336104,130336,38,女,在婚（有配偶）,,,小学,
130820101,130820,80,男,在婚（有配偶）,是,4,,不适用
130841101,130841,32,女,在婚（有配偶）,否,5,,不适用
130839101,130839,71,男,在婚（有配偶）,否,5,,不适用
130815102,130815,29,男,在婚（有配偶）,是,6,,不适用
130838102,130838,64,女,在婚（有配偶）,否,4,,不适用
130800102,130800,56,男,在婚（有配偶）,否,5,,不适用
130806101,130806,60,男,未婚,是,5,,不适用
130844101,130844,32,女,在婚（有配偶）,否,6,,不适用
130847103,130847,49,女,在婚（有配偶）,否,3,,不适用
130846101,130846,32,男,在婚（有配偶）,是,5,,不适用
130846102,130846,30,女,在婚（有配偶）,否,5,,不适用
130847102,130847,76,女,丧偶,否,4,,不适用
130799108,130799,59,女,在婚（有配偶）,否,4,,不适用
130810102,130810,71,女,在婚（有配偶）,否,5,,不适用
130802102,130802,62,女,在婚（有配偶）,否,6,,不适用
130809102,130809,55,女,在婚（有配偶）,否,5,,不适用
130804101,130804,79,女,在婚（有配偶）,否,4,,不适用
130794101,130794,40,女,在婚（有配偶）,否,6,,不适用
130795101,130795,65,男,在婚（有配偶）,否,4,,不适用
130816102,130816,41,男,在婚（有配偶）,是,5,,不适用
130810107,130810,39,女,在婚（有配偶）,否,6,,不适用
130811101,130811,56,男,在婚（有配偶）,否,5,,不适用
130816101,130816,42,女,在婚（有配偶）,否,5,,不适用
130815105,130815,31,女,在婚（有配偶）,否,6,,不适用
130801101,130801,55,男,未婚,是,6,,不适用
130836101,130836,41,女,丧偶,否,5,,不适用
130839102,130839,69,女,在婚（有配偶）,否,4,,不适用
130805101,130805,47,女,在婚（有配偶）,否,5,,不适用
130805102,130805,48,男,在婚（有配偶）,否,6,,不适用
130807102,130807,54,女,在婚（有配偶）,否,5,,不适用
130837103,130837,40,男,未婚,否,5,,不适用
130836103,130836,16,男,未婚,否,6,不适用,初中
130811102,130811,50,女,在婚（有配偶）,否,6,,不适用
130847101,130847,48,男,在婚（有配偶）,是,5,,不适用
814671431,814671,41,女,在婚（有配偶）,否,5,,不适用
130815101,130815,55,男,在婚（有配偶）,是,6,,不适用
130798102,130798,61,男,在婚（有配偶）,是,5,,不适用
130844102,130844,34,男,在婚（有配偶）,否,6,,不适用
130808101,130808,57,男,在婚（有配偶）,否,6,,不适用
130797104,130797,42,女,在婚（有配偶）,否,5,,不适用
130799103,130799,16,女,未婚,否,6,,小学
130819101,130819,47,男,未婚,是,5,,不适用
130818102,814671,42,男,在婚（有配偶）,否,5,,不适用
