pid,fid12,cfps2012_age,cfps2012_gender,qe104,qq301,qz202,sw1r,kr1ckp4
370416101,370416,43,男,在婚（有配偶）,否,5,,不适用
370111431,370111,23,女,在婚（有配偶）,否,5,,不适用
370083101,370083,54,男,在婚（有配偶）,是,4,,不适用
370034104,370034,33,女,在婚（有配偶）,否,5,,不适用
370023101,370023,47,女,在婚（有配偶）,否,6,,不适用
370083102,370083,53,女,在婚（有配偶）,否,4,,不适用
370006102,370006,59,女,在婚（有配偶）,否,2,,不适用
370022102,370022,39,女,在婚（有配偶）,否,6,,不适用
370016101,370016,42,男,在婚（有配偶）,否,6,,不适用
370416103,370416,46,女,在婚（有配偶）,否,5,,不适用
370042101,370042,70,女,丧偶,是,4,,不适用
370081431,370081,21,女,在婚（有配偶）,否,5,,不适用
370440101,370440,39,男,在婚（有配偶）,是,4,,不适用
370084103,239073,30,男,在婚（有配偶）,是,5,,不适用
370106102,370106,63,女,在婚（有配偶）,否,3,,不适用
370410104,370410,33,男,在婚（有配偶）,是,6,,不适用
370047101,370047,47,女,在婚（有配偶）,否,5,,不适用
370053102,370053,26,女,在婚（有配偶）,否,5,,不适用
370056102,370056,49,女,在婚（有配偶）,否,4,,不适用
370047105,370047,16,女,未婚,否,5,,初中
370422101,370422,59,男,在婚（有配偶）,是,4,,不适用
370061104,370061,31,女,在婚（有配偶）,否,6,,不适用
370088431,370088,23,女,在婚（有配偶）,否,6,,不适用
370087102,370087,50,男,在婚（有配偶）,是,6,,不适用
370406103,370406,24,男,在婚（有配偶）,否,6,,不适用
370069102,370069,81,女,丧偶,否,3,,不适用
370061101,370061,54,女,在婚（有配偶）,否,4,,不适用
370058102,370058,50,女,在婚（有配偶）,否,4,,不适用
370043102,370043,41,女,在婚（有配偶）,否,6,,不适用
370014102,370014,45,女,在婚（有配偶）,否,4,,不适用
370014101,370014,44,男,在婚（有配偶）,否,5,,不适用
370040101,370040,52,女,在婚（有配偶）,否,4,,不适用
370394102,370394,34,女,在婚（有配偶）,否,5,,不适用
370068102,370068,53,女,在婚（有配偶）,否,5,,不适用
370396101,370396,68,女,在婚（有配偶）,否,5,,不适用
370393101,370393,60,女,在婚（有配偶）,否,6,,不适用
370425102,370425,53,女,在婚（有配偶）,否,5,,不适用
370058101,370058,49,男,在婚（有配偶）,是,5,,不适用
370013101,370013,59,男,在婚（有配偶）,否,2,,不适用
370393102,370393,75,男,在婚（有配偶）,否,5,,不适用
370112101,370112,40,男,在婚（有配偶）,是,6,,不适用
370108102,370108,58,女,在婚（有配偶）,否,4,,不适用
370432432,370432,60,女,在婚（有配偶）,否,5,,不适用
370429101,370429,43,女,在婚（有配偶）,否,5,,不适用
370089102,370089,46,女,在婚（有配偶）,否,5,,不适用
370394101,370394,63,男,丧偶,否,6,,不适用
370408102,370408,62,女,在婚（有配偶）,否,5,,不适用
370399103,370399,35,男,离婚,是,6,,不适用
370430102,370430,48,男,在婚（有配偶）,是,5,,不适用
370396102,370396,71,男,在婚（有配偶）,否,3,,不适用
370435101,370435,56,女,在婚（有配偶）,否,5,,不适用
370101101,370101,72,女,丧偶,否,5,,不适用
370087101,370087,47,女,在婚（有配偶）,否,5,,不适用
370091101,370091,68,男,在婚（有配偶）,是,4,,不适用
370429103,370429,18,男,未婚,否,6,,不适用
370432102,370432,36,男,在婚（有配偶）,否,6,,不适用
370031102,370031,57,女,在婚（有配偶）,否,5,,不适用
370038101,370038,55,男,在婚（有配偶）,是,5,,不适用
370092103,370092,24,男,未婚,否,6,,不适用
370064101,370064,46,女,在婚（有配偶）,否,5,,不适用
370067102,370067,60,男,在婚（有配偶）,是,4,,不适用
370008102,370008,55,女,在婚（有配偶）,否,3,,不适用
370001431,370001,53,女,在婚（有配偶）,否,5,,不适用
370066101,370066,70,女,丧偶,否,3,,不适用
370065102,370065,64,男,在婚（有配偶）,是,6,,不适用
370092102,370092,47,女,在婚（有配偶）,否,4,,不适用
370089431,370089,24,女,在婚（有配偶）,否,6,,不适用
370060103,370060,22,男,在婚（有配偶）,否,6,,不适用
370090104,370090,18,女,未婚,否,6,,不适用
370435105,370435,29,男,在婚（有配偶）,否,5,,不适用
370112102,370112,78,男,丧偶,是,5,,不适用
370001101,370001,62,男,在婚（有配偶）,是,6,,不适用
370057101,370057,55,男,在婚（有配偶）,是,6,,不适用
370013102,370013,60,女,在婚（有配偶）,是,5,,不适用
370057102,370057,55,女,在婚（有配偶）,否,5,,不适用
370059101,370059,43,男,在婚（有配偶）,否,5,,不适用
370064102,370064,48,男,在婚（有配偶）,否,5,,不适用
370108101,370108,58,男,在婚（有配偶）,否,6,,不适用
370008101,370008,61,男,在婚（有配偶）,是,3,,不适用
370005101,370005,66,男,在婚（有配偶）,否,4,,不适用
370423102,370423,48,男,在婚（有配偶）,否,5,,不适用
370092101,370092,46,男,在婚（有配偶）,是,6,,不适用
370395102,370395,69,男,在婚（有配偶）,否,6,,不适用
370048101,370048,49,男,在婚（有配偶）,否,6,,不适用
370754101,370754,66,女,在婚（有配偶）,否,5,,不适用
370062103,370062,27,男,同居,否,6,,不适用
370048102,370048,47,女,在婚（有配偶）,否,4,,不适用
370062102,370062,59,男,在婚（有配偶）,是,4,,不适用
370089101,370089,47,男,在婚（有配偶）,是,5,,不适用
370012101,370012,45,男,在婚（有配偶）,是,5,,不适用
370425101,370425,54,男,在婚（有配偶）,是,6,,不适用
370005102,370005,63,女,在婚（有配偶）,否,1,,不适用
370059102,370059,45,女,在婚（有配偶）,否,5,,不适用
370754102,370754,71,男,在婚（有配偶）,是,5,,不适用
370399102,370399,63,男,离婚,否,3,,不适用
370043101,370043,40,男,在婚（有配偶）,是,5,,不适用
370423101,370423,47,女,在婚（有配偶）,否,6,,不适用
370085102,370085,26,男,在婚（有配偶）,否,7,,不适用
370434101,370434,46,女,在婚（有配偶）,否,5,,不适用
370003102,370003,82,女,丧偶,否,4,,不适用
370068101,370068,53,男,在婚（有配偶）,否,4,,不适用
370408101,370408,66,男,在婚（有配偶）,是,6,,不适用
370003101,370003,43,男,在婚（有配偶）,是,5,,不适用
370407104,370407,53,男,在婚（有配偶）,是,6,,不适用
370402101,370402,67,男,未婚,否,4,,不适用
370038102,370038,58,女,在婚（有配偶）,否,5,,不适用
370037101,370037,65,男,在婚（有配偶）,否,4,,不适用
370037102,370037,65,女,在婚（有配偶）,是,3,,不适用
370038103,370038,23,男,未婚,否,7,,不适用
370059103,370059,22,女,未婚,否,6,,不适用
370088101,370088,47,女,在婚（有配偶）,否,5,,不适用
370060102,370060,45,女,在婚（有配偶）,否,3,,不适用
370404102,370404,46,男,在婚（有配偶）,是,4,,不适用
370040103,370040,21,男,未婚,否,6,,不适用
370003104,370003,18,女,未婚,否,6,,不适用
370088102,370088,49,男,在婚（有配偶）,否,5,,不适用
370112103,370112,39,女,在婚（有配偶）,否,5,,不适用
370014103,370014,20,男,未婚,否,6,,不适用
370101431,370101,46,男,在婚（有配偶）,否,4,,不适用
370406104,370406,26,女,在婚（有配偶）,否,6,,不适用
370003103,370003,44,女,在婚（有配偶）,否,5,,不适用
370063101,370063,65,女,在婚（有配偶）,否,4,,不适用
370037105,370037,77,男,未婚,否,5,,不适用
370427101,370427,77,女,在婚（有配偶）,是,4,,不适用
370404101,370404,46,女,在婚（有配偶）,否,5,,不适用
370065101,370065,66,女,在婚（有配偶）,否,5,,不适用
370433101,370433,79,男,在婚（有配偶）,是,5,,不适用
370010101,370010,81,男,丧偶,否,5,,不适用
370040102,370040,54,男,在婚（有配偶）,否,4,,不适用
370435103,370435,31,女,在婚（有配偶）,否,5,,不适用
370054101,370054,65,男,在婚（有配偶）,是,5,,不适用
370407103,370407,51,女,在婚（有配偶）,否,5,,不适用
370061103,370061,29,男,在婚（有配偶）,否,6,,不适用
370085101,370085,25,女,在婚（有配偶）,否,6,,不适用
370395101,370395,71,女,在婚（有配偶）,否,6,,不适用
370406101,370406,61,男,在婚（有配偶）,否,6,,不适用
370766102,370766,60,女,在婚（有配偶）,否,5,,不适用
370407101,370407,25,男,在婚（有配偶）,否,5,,不适用
370037104,370037,40,女,在婚（有配偶）,否,5,,不适用
370088103,370088,24,男,在婚（有配偶）,是,5,,不适用
370090102,370090,50,女,在婚（有配偶）,否,5,,不适用
370012103,370012,23,女,未婚,否,7,,不适用
370067101,370067,60,女,在婚（有配偶）,否,4,,不适用
370004101,370004,77,女,丧偶,否,3,,不适用
370394103,370394,36,男,在婚（有配偶）,是,6,,不适用
370407105,370407,87,女,丧偶,否,5,,不适用
370404103,370404,23,男,未婚,否,5,,不适用
370089103,370089,24,男,在婚（有配偶）,否,6,,不适用
370061102,370061,52,男,在婚（有配偶）,是,4,,不适用
370048103,370048,22,男,未婚,是,6,,不适用
370054102,370054,61,女,在婚（有配偶）,否,4,,不适用
370012102,370012,45,女,在婚（有配偶）,否,7,,不适用
370107101,370107,34,女,在婚（有配偶）,否,5,,不适用
370433102,370433,77,女,在婚（有配偶）,否,4,,不适用
370107102,370107,34,男,在婚（有配偶）,是,6,,不适用
370091102,370091,66,女,在婚（有配偶）,否,4,,不适用
370405101,370405,79,女,丧偶,否,4,,不适用
370432101,370432,38,女,在婚（有配偶）,否,6,,不适用
370062101,370062,60,女,在婚（有配偶）,否,4,,不适用
370407102,370407,25,女,在婚（有配偶）,否,5,,不适用
370031101,370031,57,男,在婚（有配偶）,否,5,,不适用
370426101,370426,62,男,在婚（有配偶）,否,5,,不适用
370037103,370037,40,男,在婚（有配偶）,否,6,,不适用
370060101,370060,47,男,在婚（有配偶）,是,4,,不适用
370068103,370068,21,男,未婚,否,5,,不适用
370430101,370430,47,女,在婚（有配偶）,否,4,,不适用
370031103,370031,16,男,未婚,否,6,,初中
370249101,370249,46,男,在婚（有配偶）,否,6,,不适用
370259102,370259,49,女,在婚（有配偶）,否,5,,不适用
370245101,370245,48,女,在婚（有配偶）,否,4,,不适用
370233103,370233,25,女,未婚,,,大专,
370256101,370256,46,男,在婚（有配偶）,是,5,,不适用
370263102,370263,57,女,在婚（有配偶）,否,5,,不适用
370277102,370277,70,男,在婚（有配偶）,是,5,,不适用
370269101,370269,40,女,在婚（有配偶）,否,6,,不适用
370254101,370254,39,女,在婚（有配偶）,否,5,,不适用
370241101,370241,55,男,在婚（有配偶）,是,6,,不适用
370261101,370261,67,女,在婚（有配偶）,是,4,,不适用
370251102,370251,58,女,在婚（有配偶）,否,5,,不适用
370252101,370252,43,男,在婚（有配偶）,否,5,,不适用
370272101,370272,37,男,在婚（有配偶）,是,6,,不适用
370272104,370272,37,女,在婚（有配偶）,否,5,,不适用
370258104,370258,32,女,在婚（有配偶）,否,6,,不适用
370276101,370276,57,男,在婚（有配偶）,是,5,,不适用
370225101,370225,59,男,在婚（有配偶）,否,6,,不适用
370245103,370245,20,女,未婚,否,6,,不适用
370232101,370232,46,男,在婚（有配偶）,是,5,,不适用
370270103,404370,24,男,在婚（有配偶）,否,6,,不适用
370272102,370272,64,男,在婚（有配偶）,否,4,,不适用
370273101,370273,35,女,在婚（有配偶）,否,6,,不适用
370257101,370257,26,男,在婚（有配偶）,是,6,,不适用
370245102,370245,49,男,在婚（有配偶）,否,5,,不适用
370266103,370266,61,女,在婚（有配偶）,否,4,,不适用
370246102,370246,50,女,在婚（有配偶）,否,5,,不适用
370262101,370262,42,女,在婚（有配偶）,否,5,,不适用
370274101,370274,49,女,在婚（有配偶）,否,5,,不适用
370227102,370227,59,男,在婚（有配偶）,否,5,,不适用
370229103,370229,25,女,在婚（有配偶）,否,6,,不适用
370256431,370256,24,女,在婚（有配偶）,否,6,,不适用
370279101,370279,58,男,在婚（有配偶）,否,5,,不适用
370260101,370260,46,男,丧偶,否,5,,不适用
370277103,370277,65,女,在婚（有配偶）,否,4,,不适用
370277101,370277,44,女,在婚（有配偶）,否,5,,不适用
370274103,370274,25,男,在婚（有配偶）,是,4,,不适用
370232103,370232,23,男,未婚,否,5,初中,不适用
370231102,370231,59,女,在婚（有配偶）,否,4,,不适用
370247101,370247,49,男,在婚（有配偶）,是,6,,不适用
370246101,370246,48,男,在婚（有配偶）,是,6,,不适用
370279102,370279,46,女,在婚（有配偶）,否,4,,不适用
370256102,370256,46,女,在婚（有配偶）,是,5,,不适用
370248103,370248,17,男,未婚,否,7,,不适用
370241102,370241,57,女,在婚（有配偶）,否,4,,不适用
370234102,370234,53,男,在婚（有配偶）,是,4,,不适用
370244103,763508,21,女,在婚（有配偶）,否,6,,不适用
370226101,370226,67,男,丧偶,否,4,,不适用
370280102,370280,53,女,丧偶,否,6,,不适用
370225102,370225,55,女,在婚（有配偶）,否,5,,不适用
370248102,370248,42,女,在婚（有配偶）,否,5,,不适用
370247103,370247,22,男,未婚,,,初中,
370243103,370243,31,男,在婚（有配偶）,,,初中,
370278102,370278,56,男,在婚（有配偶）,是,5,,不适用
370244101,370244,37,女,在婚（有配偶）,否,5,,不适用
370274102,370274,51,男,在婚（有配偶）,是,6,,不适用
370236101,370236,78,男,在婚（有配偶）,否,5,,不适用
370229102,370229,57,男,在婚（有配偶）,是,6,,不适用
370276102,370276,59,女,在婚（有配偶）,否,5,,不适用
370231101,370231,56,男,在婚（有配偶）,是,6,,不适用
370250101,370250,49,男,在婚（有配偶）,否,5,,不适用
370266101,370266,57,男,在婚（有配偶）,否,6,,不适用
370247102,370247,49,女,在婚（有配偶）,否,6,,不适用
370278101,370278,56,女,在婚（有配偶）,否,5,,不适用
370255101,370255,63,女,丧偶,否,3,,不适用
370274104,370274,25,女,在婚（有配偶）,否,5,,不适用
370258101,370258,58,男,在婚（有配偶）,否,5,,不适用
370242101,370242,66,男,在婚（有配偶）,是,4,,不适用
370277104,370277,41,男,在婚（有配偶）,否,5,,不适用
370269102,370269,41,男,在婚（有配偶）,否,5,,不适用
370263101,370263,55,男,在婚（有配偶）,是,5,,不适用
370248101,370248,42,男,在婚（有配偶）,否,4,,不适用
370277105,370277,20,男,未婚,否,5,,不适用
370258102,370258,55,女,在婚（有配偶）,否,4,,不适用
370243101,370243,57,男,在婚（有配偶）,是,6,,不适用
370238103,370238,27,男,在婚（有配偶）,否,6,,不适用
370233101,370233,45,男,在婚（有配偶）,是,6,,不适用
370243108,370243,27,女,在婚（有配偶）,,,初中,
370280101,370280,26,女,在婚（有配偶）,否,5,,不适用
370251101,370251,59,男,在婚（有配偶）,是,7,,不适用
370259101,370259,48,男,在婚（有配偶）,否,6,,不适用
370244102,370244,45,男,在婚（有配偶）,否,6,,不适用
370232102,370232,45,女,在婚（有配偶）,否,5,,不适用
370256103,370256,24,男,在婚（有配偶）,是,6,,不适用
370252102,370252,44,女,在婚（有配偶）,否,6,,不适用
370249102,370249,46,女,在婚（有配偶）,否,6,,不适用
370240101,370240,46,男,在婚（有配偶）,否,6,,不适用
370270101,370270,47,女,在婚（有配偶）,否,5,,不适用
370240102,370240,49,女,在婚（有配偶）,否,6,,不适用
370233102,370233,47,女,在婚（有配偶）,否,4,,不适用
370227101,370227,60,女,在婚（有配偶）,否,4,,不适用
370246103,370246,24,男,在婚（有配偶）,否,6,,不适用
370262102,370262,40,男,在婚（有配偶）,否,4,,不适用
370272103,370272,65,女,在婚（有配偶）,否,5,,不适用
370250102,370250,50,女,在婚（有配偶）,否,6,,不适用
370238101,370238,62,男,丧偶,是,5,,不适用
370243102,370243,57,女,在婚（有配偶）,否,5,,不适用
370270104,370270,21,男,未婚,,,初中,
370246431,370246,24,女,在婚（有配偶）,否,5,,不适用
370261102,370261,70,男,在婚（有配偶）,否,4,,不适用
370234101,370234,59,女,在婚（有配偶）,否,6,,不适用
370283101,370283,26,女,在婚（有配偶）,否,6,,不适用
370298101,370298,37,女,在婚（有配偶）,否,7,,不适用
370307102,370307,56,男,在婚（有配偶）,是,4,,不适用
370287101,370287,41,女,在婚（有配偶）,否,6,,不适用
370297101,370297,58,男,在婚（有配偶）,否,5,,不适用
370212105,370212,21,女,未婚,,,初中,
370292101,370292,65,男,在婚（有配偶）,是,5,,不适用
370215101,370215,78,女,丧偶,否,6,,不适用
370214102,370214,49,男,在婚（有配偶）,否,6,,不适用
370302102,370302,41,男,在婚（有配偶）,,,文盲/半文盲,
370216104,370216,27,男,在婚（有配偶）,否,7,大专,不适用
370296102,370296,62,男,在婚（有配偶）,是,4,,不适用
370305101,370305,41,女,在婚（有配偶）,否,7,,不适用
370293101,370293,61,女,在婚（有配偶）,否,4,,不适用
370220101,370220,53,男,在婚（有配偶）,否,7,,不适用
370286101,370286,44,女,在婚（有配偶）,否,6,,不适用
370289102,370289,46,男,在婚（有配偶）,否,7,,不适用
370214431,370214,22,女,在婚（有配偶）,否,7,,不适用
370303102,370303,44,女,在婚（有配偶）,否,6,,不适用
370300101,370300,55,男,在婚（有配偶）,是,6,,不适用
370208101,370208,48,男,在婚（有配偶）,否,5,,不适用
370224101,370224,30,女,在婚（有配偶）,否,6,,不适用
370284101,370284,38,女,在婚（有配偶）,否,7,,不适用
370210103,370210,89,女,在婚（有配偶）,否,6,,不适用
370224102,370224,29,男,在婚（有配偶）,是,7,,不适用
370294102,370294,29,女,在婚（有配偶）,否,7,,不适用
370216101,370216,64,男,在婚（有配偶）,否,6,,不适用
370217101,370217,61,男,在婚（有配偶）,否,5,,不适用
370219104,370219,26,男,在婚（有配偶）,是,7,,不适用
370295102,370295,57,男,在婚（有配偶）,否,6,,不适用
370306101,370306,40,男,在婚（有配偶）,否,5,,不适用
370283103,370283,29,男,在婚（有配偶）,是,6,,不适用
370284102,370284,34,男,在婚（有配偶）,否,6,,不适用
370291102,370291,72,男,在婚（有配偶）,是,5,,不适用
370200105,370200,30,女,在婚（有配偶）,,,高中/中专/技校/职高,
370210101,370210,70,男,在婚（有配偶）,否,5,,不适用
370200104,370200,34,男,在婚（有配偶）,是,7,,不适用
370288101,370288,58,女,在婚（有配偶）,否,5,,不适用
370214103,370214,26,男,在婚（有配偶）,否,6,,不适用
370294101,370294,29,男,在婚（有配偶）,否,7,,不适用
370209101,370209,66,女,丧偶,否,6,,不适用
370217102,370217,61,女,在婚（有配偶）,否,5,,不适用
370201101,370201,57,男,在婚（有配偶）,否,6,,不适用
370201432,370201,83,女,在婚（有配偶）,否,5,,不适用
370219105,370219,21,女,在婚（有配偶）,否,6,,不适用
370222102,370222,63,女,在婚（有配偶）,是,5,,不适用
370205102,370205,55,女,在婚（有配偶）,否,6,,不适用
370299101,370299,24,男,在婚（有配偶）,是,7,,不适用
370282107,370282,49,女,在婚（有配偶）,否,5,,不适用
370304101,370304,49,男,在婚（有配偶）,是,7,,不适用
370223101,370223,76,女,丧偶,否,6,,不适用
370285102,370285,37,女,在婚（有配偶）,否,6,,不适用
370286103,370286,20,女,未婚,,,不适用,
370212104,370212,22,女,未婚,,,不适用,
370200102,370200,57,女,在婚（有配偶）,是,5,,不适用
370298102,370298,40,男,在婚（有配偶）,否,6,,不适用
370206102,370206,51,女,在婚（有配偶）,否,6,,不适用
370212103,370212,25,女,未婚,,,大专,
370306102,370306,38,女,在婚（有配偶）,否,6,,不适用
370282102,370282,29,男,在婚（有配偶）,是,7,,不适用
370304102,370304,50,女,在婚（有配偶）,否,6,,不适用
370291101,370291,75,女,在婚（有配偶）,否,6,,不适用
370308101,370308,57,男,在婚（有配偶）,否,7,,不适用
370208102,370208,42,女,在婚（有配偶）,否,4,,不适用
370300103,370300,27,男,离婚,否,6,,不适用
370221104,370221,45,男,丧偶,是,5,,不适用
370198103,370198,20,男,未婚,,,初中,
370289103,370289,44,女,在婚（有配偶）,否,5,,不适用
370303101,370303,43,男,在婚（有配偶）,是,7,,不适用
370200101,370200,54,男,在婚（有配偶）,是,6,,不适用
370281102,370281,45,女,在婚（有配偶）,否,6,,不适用
370211102,370211,40,女,在婚（有配偶）,否,6,,不适用
370219101,370219,50,女,在婚（有配偶）,否,5,,不适用
370219431,370219,22,女,在婚（有配偶）,否,7,,不适用
370205103,370205,22,女,未婚,否,7,,不适用
370285101,370285,42,男,在婚（有配偶）,,,小学,
370293102,370293,62,男,在婚（有配偶）,是,5,,不适用
370208104,370208,23,女,在婚（有配偶）,否,5,,不适用
370282105,370282,26,男,在婚（有配偶）,是,7,,不适用
370221102,370221,29,女,在婚（有配偶）,否,7,初中,不适用
370211101,370211,37,男,在婚（有配偶）,否,6,,不适用
370219432,370219,22,男,在婚（有配偶）,否,7,,不适用
370282103,370282,30,女,在婚（有配偶）,否,7,,不适用
370219106,370219,78,男,在婚（有配偶）,否,5,,不适用
370198102,370198,39,女,在婚（有配偶）,否,5,,不适用
370206103,370206,16,女,未婚,,,不适用,
370211104,370211,73,女,丧偶,否,5,,不适用
370301101,370301,38,女,在婚（有配偶）,否,7,,不适用
370218104,370218,74,男,在婚（有配偶）,否,4,,不适用
370204101,370204,76,女,在婚（有配偶）,否,5,,不适用
370296101,370296,62,女,在婚（有配偶）,否,3,,不适用
370219102,370219,50,男,在婚（有配偶）,否,6,,不适用
370221101,370221,31,男,在婚（有配偶）,,,初中,
370287102,370287,42,男,在婚（有配偶）,否,6,,不适用
370282101,370282,50,男,在婚（有配偶）,是,7,,不适用
370207102,370207,60,男,在婚（有配偶）,否,6,,不适用
370206101,370206,56,男,在婚（有配偶）,是,6,,不适用
370203101,370203,37,男,在婚（有配偶）,否,7,,不适用
370222103,370222,95,女,丧偶,否,4,,不适用
370198101,370198,45,男,在婚（有配偶）,是,6,,不适用
370297431,370297,37,男,在婚（有配偶）,是,7,,不适用
370201103,370201,24,男,未婚,否,6,,不适用
370303103,370303,20,男,未婚,否,7,,不适用
370212101,370212,46,女,在婚（有配偶）,否,6,,不适用
370197102,370197,31,女,在婚（有配偶）,否,7,,不适用
370216102,370216,62,女,在婚（有配偶）,否,6,,不适用
370290101,370290,76,女,丧偶,否,3,,不适用
370208103,370208,25,男,在婚（有配偶）,否,6,,不适用
370212102,370212,48,男,在婚（有配偶）,,,小学,
370199101,370199,55,男,未婚,否,5,,不适用
370299102,370299,24,女,在婚（有配偶）,否,7,,不适用
370300102,370300,55,女,在婚（有配偶）,否,6,,不适用
370307101,370307,59,女,在婚（有配偶）,否,6,,不适用
370205101,370205,55,男,在婚（有配偶）,否,6,,不适用
370302101,370302,40,女,在婚（有配偶）,否,7,,不适用
370214104,370214,22,女,未婚,否,7,,不适用
370220102,370220,49,女,在婚（有配偶）,否,6,,不适用
370218102,370218,40,女,在婚（有配偶）,,,小学,
370218101,370218,38,男,在婚（有配偶）,,,初中,
370292102,370292,63,女,在婚（有配偶）,否,4,,不适用
370203102,370203,39,女,在婚（有配偶）,否,7,,不适用
370214101,370214,49,女,在婚（有配偶）,否,6,,不适用
370282106,370282,26,女,在婚（有配偶）,否,7,,不适用
370202102,370202,56,女,在婚（有配偶）,否,5,,不适用
370288102,370288,59,男,在婚（有配偶）,否,5,,不适用
370297102,370297,60,女,在婚（有配偶）,否,6,,不适用
370202101,370202,53,男,在婚（有配偶）,是,5,,不适用
370197101,370197,28,男,在婚（有配偶）,否,7,,不适用
370200103,370200,83,女,丧偶,否,3,,不适用
370218105,370218,73,女,在婚（有配偶）,否,4,,不适用
370222101,370222,66,男,在婚（有配偶）,是,6,,不适用
370207101,370207,60,女,在婚（有配偶）,否,5,,不适用
370201102,370201,54,女,在婚（有配偶）,否,5,,不适用
370287103,370287,16,女,未婚,否,6,,小学
370295101,370295,57,女,在婚（有配偶）,否,7,,不适用
370301102,370301,37,男,在婚（有配偶）,否,7,,不适用
370210102,370210,61,女,在婚（有配偶）,否,6,,不适用
370216103,370216,83,女,丧偶,否,5,,不适用
370219107,370219,84,女,在婚（有配偶）,否,5,,不适用
411228101,411228,77,女,丧偶,否,5,,不适用
411206109,411206,37,女,在婚（有配偶）,否,5,,不适用
411228102,411228,42,男,在婚（有配偶）,,,小学,
411207102,411207,44,女,在婚（有配偶）,否,5,,不适用
411225103,411225,33,男,离婚,,,小学,
411207105,411207,18,女,未婚,,,不适用,
411228104,411228,18,男,未婚,,,初中,
411220103,411220,69,女,在婚（有配偶）,否,5,,不适用
411205105,411205,45,女,在婚（有配偶）,否,5,,不适用
411217432,411217,63,女,在婚（有配偶）,否,5,,不适用
411226101,411226,77,男,丧偶,否,6,,不适用
411218101,411218,59,男,在婚（有配偶）,否,6,,不适用
411202101,411202,62,男,在婚（有配偶）,否,5,,不适用
411181104,411181,16,男,未婚,否,5,,不适用
411211102,411211,43,女,在婚（有配偶）,否,4,,不适用
411190101,411190,65,女,在婚（有配偶）,否,5,,不适用
411179101,411179,43,女,在婚（有配偶）,否,4,,不适用
411182103,411182,64,男,在婚（有配偶）,否,5,,不适用
411209103,411209,65,女,在婚（有配偶）,否,5,,不适用
411217104,411217,19,女,未婚,否,6,,不适用
411229103,411229,66,女,在婚（有配偶）,否,5,,不适用
411221101,411221,68,男,在婚（有配偶）,否,4,,不适用
411214107,411214,44,女,在婚（有配偶）,否,5,,不适用
411219102,411219,68,女,在婚（有配偶）,否,5,,不适用
411206102,411206,63,男,在婚（有配偶）,,,小学,
411210106,411210,23,女,在婚（有配偶）,,,初中,
411193102,411193,26,男,在婚（有配偶）,,,初中,
411192101,411192,87,男,在婚（有配偶）,否,2,,不适用
411214101,411214,72,女,丧偶,否,6,,不适用
411203101,411203,59,女,在婚（有配偶）,否,5,,不适用
411181102,411181,48,男,在婚（有配偶）,否,5,,不适用
411223105,411223,21,女,在婚（有配偶）,否,5,,不适用
411205431,411205,22,女,在婚（有配偶）,否,5,,不适用
411193103,411193,54,女,在婚（有配偶）,否,5,,不适用
411223102,411223,45,男,在婚（有配偶）,否,6,,不适用
411186103,411186,55,女,在婚（有配偶）,否,5,,不适用
411180101,411180,42,女,在婚（有配偶）,否,5,,不适用
411207101,411207,42,男,在婚（有配偶）,否,5,,不适用
411216101,411216,61,女,在婚（有配偶）,否,6,,不适用
411206101,411206,25,女,未婚,,,小学,
411220101,411220,44,男,在婚（有配偶）,否,6,,不适用
411225101,411225,58,男,在婚（有配偶）,否,6,,不适用
411197101,411197,47,男,在婚（有配偶）,否,5,,不适用
411205104,411205,44,男,在婚（有配偶）,是,5,,不适用
411221102,411221,69,女,在婚（有配偶）,否,4,,不适用
411217102,411217,42,男,在婚（有配偶）,是,5,,不适用
411213103,411213,21,男,在婚（有配偶）,,,初中,
411213101,411213,46,女,在婚（有配偶）,否,6,,不适用
411210105,411210,28,女,在婚（有配偶）,,,高中/中专/技校/职高,
411186104,411186,29,女,在婚（有配偶）,否,5,,不适用
411188104,411188,25,男,在婚（有配偶）,,,小学,
411217101,411217,42,女,在婚（有配偶）,否,5,,不适用
411202102,411202,60,女,在婚（有配偶）,否,5,,不适用
411198101,411198,35,男,在婚（有配偶）,,,小学,
411215101,411215,68,女,在婚（有配偶）,否,5,,不适用
411188103,411188,24,女,在婚（有配偶）,否,5,,不适用
411226103,411226,17,女,未婚,,,初中,
411188102,411188,51,女,在婚（有配偶）,否,5,,不适用
411225102,411225,58,女,在婚（有配偶）,否,5,,不适用
411211101,411211,42,男,在婚（有配偶）,,,初中,
411219101,411219,68,男,在婚（有配偶）,是,6,,不适用
411219431,411219,27,女,在婚（有配偶）,否,6,,不适用
411197102,411197,68,女,丧偶,否,5,,不适用
411206104,411206,37,男,在婚（有配偶）,,,初中,
411220102,411220,67,男,在婚（有配偶）,是,6,,不适用
411222103,411222,80,女,丧偶,否,5,,不适用
411226104,411226,16,男,未婚,否,5,,初中
411223101,411223,71,女,在婚（有配偶）,否,5,,不适用
411216102,411216,62,男,在婚（有配偶）,否,6,,不适用
411182101,411182,64,女,在婚（有配偶）,否,5,,不适用
411203102,411203,62,男,在婚（有配偶）,否,5,,不适用
411215102,411215,70,男,在婚（有配偶）,否,5,,不适用
411215105,411215,17,女,未婚,,,初中,
411217105,411217,24,女,在婚（有配偶）,,,初中,
411205101,411205,22,男,在婚（有配偶）,否,6,,不适用
